id,peta_acuan,pr_permukiman,pr_perkantoan,pr_pendidikan,pr_ofm,pr_transport_umum,pr_taman,pr_hotel,pr_pasar_mall,pr_kesehatan,usia,jk,status_menikah,pendidikan,jml_motor,jml_mobil,jml_sepeda,jml_kendaraan_pribadi,jml_anggota_rt,posisi_rt,penghasilan_pribadi,penghasilan_keluarga,pekerjaan_selain,jam_online,status_kepemilikan,lama_driver,ojek_konvensional
324,3,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Netral,Penting,Sangat penting,Netral,57,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Di bawah Rp1.000.000,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
325,4,Netral,Sangat penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,41,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Wirausahawan,8-10 jam,Pribadi,3-5 tahun,Tidak
326,5,Penting,Penting,Penting,Penting,Penting,Netral,Penting,Penting,Penting,27,Laki-laki,Menikah,SMP,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
327,3,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Netral,Netral,Penting,Penting,29,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp7.000.000-Rp7.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,7-9 tahun,Tidak
328,4,Penting,Penting,Penting,Penting,Penting,Sangat tidak penting,Tidak penting,Penting,Tidak penting,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
329,4,Penting,Penting,Penting,Penting,Penting,Tidak penting,Netral,Penting,Netral,44,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
330,5,Netral,Penting,Penting,Penting,Penting,Netral,Penting,Penting,Penting,24,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
331,3,Penting,Penting,Penting,Tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Penting,Netral,48,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
332,4,Sangat penting,Penting,Sangat penting,Tidak penting,Penting,Netral,Netral,Sangat penting,Penting,38,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Wirausahawan,8-10 jam,Pribadi,1-3 tahun,Tidak
333,3,Sangat penting,Sangat penting,Sangat penting,Netral,Tidak penting,Sangat tidak penting,Tidak penting,Sangat penting,Sangat tidak penting,47,Laki-laki,Menikah,SMP,2,0,0,2,5,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
334,4,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,Tidak penting,Penting,Sangat penting,Penting,33,Laki-laki,Menikah,SMA/SMK,0,1,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,1-3 tahun,Tidak
335,5,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,42,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Full-time),2-4 jam,Pribadi,7-9 tahun,Tidak
336,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,31,Laki-laki,Menikah,SD,2,0,0,2,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
337,4,Sangat penting,Sangat penting,Sangat penting,Netral,Tidak penting,Tidak penting,Netral,Tidak penting,Tidak penting,40,Laki-laki,Cerai,Diploma,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
338,1,Penting,Penting,Sangat tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Netral,Penting,Netral,31,Laki-laki,Menikah,SMA/SMK,2,0,0,2,2,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp9.000.000-Rp9.999.999,Wirausahawan,6-8 jam,Pribadi,3-5 tahun,Tidak
339,4,Netral,Netral,Penting,Penting,Netral,Sangat tidak penting,Netral,Sangat penting,Netral,28,Laki-laki,Cerai,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Full-time),8-10 jam,Pribadi,5-7 tahun,Tidak
340,4,Penting,Penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,Sangat penting,Tidak penting,39,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
341,5,Penting,Tidak penting,Sangat penting,Tidak penting,Penting,Sangat tidak penting,Penting,Penting,Sangat penting,22,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
342,3,Penting,Tidak penting,Sangat penting,Sangat penting,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,34,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
343,3,Sangat tidak penting,Penting,Sangat penting,Netral,Penting,Sangat tidak penting,Tidak penting,Penting,Tidak penting,58,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,2-4 jam,Pribadi,3-5 tahun,Ya
344,3,Netral,Netral,Netral,Sangat penting,Netral,Tidak penting,Penting,Netral,Tidak penting,30,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Ya
345,4,Sangat penting,Sangat tidak penting,Sangat penting,Penting,Netral,Tidak penting,Tidak penting,Sangat penting,Sangat tidak penting,54,Laki-laki,Menikah,SMP,1,0,0,1,7,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Ya
346,3,Netral,Netral,Penting,Sangat penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
347,4,Netral,Tidak penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,42,Laki-laki,Menikah,SMP,1,0,0,1,7,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
348,3,Penting,Sangat penting,Sangat penting,Penting,Tidak penting,Sangat tidak penting,Tidak penting,Netral,Sangat tidak penting,33,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
349,4,Netral,Penting,Sangat penting,Penting,Sangat penting,Penting,Netral,Netral,Netral,24,Laki-laki,Belum Menikah,SMA/SMK,1,0,1,2,2,Kepala rumah tangga,Di bawah Rp1.000.000,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
350,3,Sangat penting,Netral,Sangat penting,Penting,Sangat penting,Tidak penting,Sangat penting,Netral,Sangat penting,63,Laki-laki,Menikah,Sarjana,1,0,1,2,3,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,4-6 jam,Pribadi,7-9 tahun,Ya
351,3,Penting,Tidak penting,Penting,Penting,Netral,Tidak penting,Sangat tidak penting,Tidak penting,Tidak penting,54,Laki-laki,Menikah,SD,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
352,4,Penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Penting,Penting,34,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
353,3,Netral,Penting,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Penting,Netral,47,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Di bawah Rp1.000.000,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
354,2,Penting,Penting,Penting,Penting,Penting,Tidak penting,Penting,Penting,Penting,35,Laki-laki,Menikah,STM,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
355,4,Tidak penting,Penting,Penting,Penting,Tidak penting,Netral,Penting,Penting,Penting,58,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
356,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Penting,Tidak penting,30,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
357,4,Netral,Sangat penting,Sangat penting,Penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Sewa,5-7 tahun,Ya
358,1,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,38,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
359,4,Tidak penting,Penting,Sangat penting,Sangat penting,Penting,Tidak penting,Penting,Penting,Tidak penting,35,Laki-laki,Menikah,SMA/SMK,2,0,1,3,4,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Karyawan Swasta (Part-time),4-6 jam,Pribadi,1-3 tahun,Ya
360,4,Penting,Sangat penting,Sangat penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,53,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,1-3 tahun,Tidak
361,1,Penting,Penting,Tidak penting,Penting,Tidak penting,Penting,Penting,Penting,Netral,34,Laki-laki,Menikah,SMA/SMK,3,0,2,5,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,5-7 tahun,Tidak
362,4,Tidak penting,Penting,Penting,Sangat penting,Tidak penting,Sangat tidak penting,Tidak penting,Sangat penting,Tidak penting,27,Laki-laki,Belum Menikah,SMA/SMK,1,0,2,3,3,Anak,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
363,4,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Penting,42,Laki-laki,Menikah,SMP,1,0,0,1,2,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Full-time),4-6 jam,Sewa,3-5 tahun,Ya
364,4,Penting,Sangat tidak penting,Sangat tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,Sangat tidak penting,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Lebih dari Rp.15.000.000,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
365,3,Tidak penting,Tidak penting,Sangat penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Penting,Tidak penting,23,Laki-laki,Belum Menikah,Sarjana,2,0,0,2,3,Anak,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
366,3,Penting,Netral,Sangat penting,Tidak penting,Penting,Netral,Penting,Penting,Penting,40,Laki-laki,Cerai,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
367,2,Penting,Penting,Sangat penting,Tidak penting,Tidak penting,Sangat tidak penting,Netral,Netral,Penting,35,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
368,2,Netral,Sangat tidak penting,Sangat tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,26,Laki-laki,Belum Menikah,SMA/SMK,2,0,0,2,5,Anak,Rp4.000.000-Rp4.999.999,Rp9.000.000-Rp9.999.999,Karyawan Swasta (Full-time),4-6 jam,Pribadi,1-3 tahun,Tidak
369,4,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,Penting,55,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
370,4,Tidak penting,Netral,Sangat penting,Sangat penting,Sangat penting,Penting,Netral,Sangat penting,Penting,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp6.000.000-Rp6.999.999,Wirausahawan,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
371,2,Penting,Penting,Penting,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Penting,Tidak penting,52,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
372,5,Tidak penting,Penting,Sangat penting,Sangat penting,Penting,Sangat tidak penting,Tidak penting,Sangat penting,Penting,30,Laki-laki,Belum Menikah,SMA/SMK,1,0,2,3,5,Anak,Rp2.000.000-Rp2.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
373,3,Penting,Sangat tidak penting,Sangat tidak penting,Penting,Tidak penting,Tidak penting,Tidak penting,Penting,Tidak penting,36,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
374,4,Sangat penting,Sangat tidak penting,Sangat tidak penting,Netral,Sangat tidak penting,Netral,Sangat tidak penting,Netral,Sangat tidak penting,55,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
375,4,Tidak penting,Penting,Sangat penting,Penting,Sangat penting,Tidak penting,Netral,Sangat penting,Tidak penting,42,Laki-laki,Menikah,SMA/SMK,1,0,1,2,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
376,1,Penting,Penting,Sangat penting,Penting,Penting,Penting,Sangat penting,Sangat penting,Penting,22,Laki-laki,Belum Menikah,SMA/SMK,2,0,1,3,5,Anak,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Wirausahawan,6-8 jam,Pribadi,1-3 tahun,Tidak
377,2,Penting,Tidak penting,Tidak penting,Sangat penting,Penting,Tidak penting,Penting,Penting,Penting,35,Laki-laki,Belum Menikah,SMA/SMK,1,0,1,2,3,Anak,Rp5.000.000-Rp5.999.999,Rp9.000.000-Rp9.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
378,4,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat penting,Penting,Netral,Sangat penting,Netral,28,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,4,Anak,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
379,5,Penting,Netral,Netral,Sangat penting,Netral,Sangat tidak penting,Tidak penting,Sangat penting,Sangat tidak penting,34,Laki-laki,Cerai,SMA/SMK,2,0,0,2,5,Anak,Rp3.000.000-Rp3.999.999,Rp9.000.000-Rp9.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Tidak
380,5,Penting,Penting,Penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Penting,24,Laki-laki,Belum Menikah,Diploma,1,0,1,2,6,Anak,Rp2.000.000-Rp2.999.999,Rp8.000.000-R8.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
381,3,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Sangat penting,Sangat penting,46,Laki-laki,Menikah,SMP,3,0,0,3,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
382,4,Penting,Sangat penting,Sangat penting,Netral,Penting,Netral,Penting,Penting,Penting,41,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
383,1,Sangat penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,Sangat penting,Netral,Netral,Penting,Tidak penting,51,Laki-laki,Menikah,Diploma,2,0,0,2,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
384,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,Sangat tidak penting,39,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di atas 9 tahun,Tidak
385,2,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,Tidak penting,42,Laki-laki,Menikah,Pascasarjana atau lebih tinggi,2,0,0,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
386,4,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Sangat tidak penting,Sangat tidak penting,Sangat penting,Penting,38,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
387,4,Penting,Penting,Sangat penting,Netral,Netral,Sangat tidak penting,Sangat tidak penting,Penting,Netral,57,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
388,5,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Penting,43,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp6.000.000-Rp6.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
389,3,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat penting,Netral,Penting,Penting,22,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,4,Anak,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Ya
390,3,Penting,Penting,Netral,Penting,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,37,Laki-laki,Menikah,SD,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
391,4,Penting,Penting,Penting,Sangat penting,Penting,Penting,Penting,Penting,Penting,16,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Tidak
392,5,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,Penting,Netral,Sangat penting,Penting,38,Laki-laki,Menikah,SMA/SMK,1,0,1,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
393,2,Sangat penting,Netral,Netral,Penting,Netral,Tidak penting,Tidak penting,Sangat penting,Netral,36,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
394,4,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat penting,Netral,Netral,Penting,Tidak penting,27,Laki-laki,Menikah,SMA/SMK,1,1,1,3,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
395,3,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat penting,Penting,Penting,Penting,Netral,32,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
396,5,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Netral,Sangat tidak penting,Sangat penting,Netral,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
397,4,Tidak penting,Netral,Netral,Sangat penting,Netral,Tidak penting,Netral,Penting,Netral,23,Laki-laki,Belum Menikah,SMA/SMK,2,0,0,2,4,Anak,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,Di bawah 1 tahun,Tidak
398,4,Penting,Tidak penting,Sangat penting,Netral,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,4-6 jam,Pribadi,1-3 tahun,Ya
399,4,Tidak penting,Penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,Tidak penting,Penting,Netral,55,Laki-laki,Menikah,SMP,1,0,0,1,6,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
400,4,Penting,Netral,Penting,Penting,Netral,Tidak penting,Tidak penting,Penting,Tidak penting,30,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
401,2,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,35,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
402,4,Sangat penting,Sangat tidak penting,Sangat penting,Tidak penting,Sangat penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Sangat tidak penting,41,Laki-laki,Menikah,SD,1,0,0,1,6,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
403,3,Penting,Tidak penting,Penting,Penting,Tidak penting,Tidak penting,Tidak penting,Penting,Tidak penting,39,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
